Date,Open,High,Low,Close
2010-03-24,1.3495,1.3502,1.3304,1.3314
2010-03-25,1.3316,1.3386,1.3266,1.3279
2010-03-26,1.328,1.3428,1.3268,1.3413
2010-03-29,1.3488,1.3508,1.3418,1.3478
2010-03-30,1.3479,1.354,1.3394,1.3413
2010-03-31,1.3415,1.355,1.3384,1.3512
2010-04-01,1.351,1.3592,1.3457,1.3582
2010-04-02,1.3584,1.3593,1.3474,1.3504
2010-04-05,1.3491,1.3541,1.3461,1.3486
2010-04-06,1.3483,1.3497,1.3354,1.3399
2010-04-07,1.3396,1.3409,1.3323,1.334
2010-04-08,1.3337,1.3368,1.328,1.336
2010-04-09,1.336,1.3503,1.3341,1.3499
2010-04-12,1.3622,1.3693,1.3563,1.3586
2010-04-13,1.3584,1.3627,1.3545,1.3607
2010-04-14,1.3617,1.3679,1.3596,1.3653
2010-04-15,1.3653,1.3668,1.3518,1.358
2010-04-16,1.358,1.3584,1.3473,1.3499
2010-04-19,1.3478,1.3498,1.3413,1.3485
2010-04-20,1.349,1.3524,1.3427,1.3438
2010-04-21,1.3437,1.3448,1.3357,1.3387
2010-04-22,1.3385,1.3422,1.3258,1.3293
2010-04-23,1.3286,1.3403,1.3202,1.3386
2010-04-26,1.3346,1.3398,1.3289,1.3397
2010-04-27,1.3396,1.3415,1.3159,1.3165
2010-04-28,1.3156,1.3271,1.3115,1.3214
2010-04-29,1.3204,1.3281,1.3183,1.3225
2010-04-30,1.3245,1.3345,1.3226,1.3298
2010-05-03,1.3342,1.3342,1.3154,1.3194
2010-05-04,1.3192,1.3215,1.2976,1.2982
2010-05-05,1.2968,1.2998,1.2789,1.2814
2010-05-06,1.2824,1.2856,1.2521,1.2656
2010-05-07,1.2633,1.28,1.2588,1.2762
2010-05-10,1.2933,1.3094,1.2758,1.2782
2010-05-11,1.2791,1.2804,1.2652,1.2655
2010-05-12,1.2639,1.274,1.2603,1.2622
2010-05-13,1.2631,1.2686,1.2518,1.253
2010-05-14,1.2524,1.2578,1.2355,1.2363
2010-05-17,1.2351,1.2416,1.2235,1.2395
2010-05-18,1.2395,1.2447,1.2163,1.2183
2010-05-19,1.2183,1.2434,1.2144,1.2429
2010-05-20,1.2429,1.2601,1.2298,1.2468
2010-05-21,1.2468,1.2675,1.2461,1.2573
2010-05-24,1.2546,1.2561,1.2344,1.2353
2010-05-25,1.2344,1.2372,1.2172,1.2365
2010-05-26,1.2373,1.2376,1.2164,1.2168
2010-05-27,1.2157,1.2395,1.2153,1.2369
2010-05-28,1.2363,1.2455,1.2266,1.227
2010-05-31,1.2273,1.2334,1.2264,1.2306
2010-06-01,1.2305,1.2355,1.2111,1.2227
2010-06-02,1.2207,1.2277,1.2174,1.2251
2010-06-03,1.2247,1.2327,1.2151,1.2157
2010-06-04,1.2165,1.2218,1.1956,1.1976
2010-06-07,1.1946,1.1992,1.1876,1.1915
2010-06-08,1.1919,1.2011,1.1901,1.1975
2010-06-09,1.197,1.2076,1.1923,1.1986
2010-06-10,1.1981,1.2143,1.1955,1.2109
2010-06-11,1.2109,1.2155,1.2046,1.2113
2010-06-14,1.2125,1.23,1.2115,1.2218
2010-06-15,1.2213,1.235,1.2164,1.2324
2010-06-16,1.2322,1.2357,1.2256,1.2308
2010-06-17,1.2299,1.2414,1.2243,1.238
2010-06-18,1.2384,1.2419,1.2354,1.2387
2010-06-21,1.2439,1.2469,1.2303,1.2308
2010-06-22,1.2322,1.2355,1.225,1.2268
2010-06-23,1.2264,1.2346,1.2209,1.2315
2010-06-24,1.2317,1.2388,1.226,1.2334
2010-06-25,1.233,1.2398,1.2253,1.2377
2010-06-28,1.2372,1.2399,1.2264,1.2279
2010-06-29,1.2277,1.2293,1.2152,1.2182
2010-06-30,1.2185,1.2306,1.2166,1.2236
2010-07-01,1.2235,1.254,1.2193,1.2519
2010-07-02,1.2517,1.2616,1.2483,1.2563
2010-07-05,1.2557,1.2565,1.2508,1.254
2010-07-06,1.2538,1.2664,1.2479,1.2624
2010-07-07,1.2628,1.2666,1.2553,1.2635
2010-07-08,1.2633,1.2712,1.262,1.2694
2010-07-09,1.2698,1.2725,1.2608,1.2637
2010-07-12,1.2639,1.2647,1.2548,1.259
2010-07-13,1.259,1.2739,1.2522,1.2728
2010-07-14,1.2723,1.2779,1.2681,1.2741
2010-07-15,1.2741,1.2956,1.2708,1.2939
2010-07-16,1.293,1.301,1.2891,1.2933
2010-07-19,1.2893,1.2992,1.2868,1.294
2010-07-20,1.2948,1.303,1.284,1.2886
2010-07-21,1.2881,1.2914,1.2731,1.2757
2010-07-22,1.2753,1.2932,1.2738,1.2891
2010-07-23,1.2887,1.297,1.2794,1.2907
2010-07-26,1.29,1.3005,1.2875,1.2995
2010-07-27,1.299,1.3047,1.2951,1.2995
2010-07-28,1.3002,1.3042,1.2965,1.2993
2010-07-29,1.299,1.3108,1.298,1.3079
2010-07-30,1.3081,1.3096,1.2981,1.3048
2010-08-02,1.3062,1.3197,1.3053,1.3182
2010-08-03,1.3181,1.3263,1.3145,1.3228
2010-08-04,1.3229,1.3241,1.3132,1.316
2010-08-05,1.3153,1.3235,1.3118,1.3192
2010-08-06,1.3185,1.3336,1.3158,1.3285
2010-08-09,1.3292,1.331,1.3216,1.3235
2010-08-10,1.3222,1.3235,1.3072,1.3178
2010-08-11,1.3176,1.3191,1.2829,1.2833
2010-08-12,1.2846,1.2933,1.278,1.2824
2010-08-13,1.283,1.2909,1.275,1.2752
2010-08-16,1.2761,1.2874,1.2736,1.2826
2010-08-17,1.2824,1.2917,1.2804,1.2881
2010-08-18,1.2881,1.2925,1.2823,1.2857
2010-08-19,1.2855,1.2903,1.2771,1.2821
2010-08-20,1.2821,1.2835,1.2664,1.2708
2010-08-23,1.2704,1.2731,1.2645,1.2658
2010-08-24,1.265,1.2719,1.2585,1.2625
2010-08-25,1.2631,1.2726,1.2604,1.2658
2010-08-26,1.266,1.2765,1.2649,1.272
2010-08-27,1.2716,1.2781,1.2679,1.2765
2010-08-30,1.2766,1.277,1.2658,1.2664
2010-08-31,1.2664,1.2744,1.2624,1.2687
2010-09-01,1.2686,1.2856,1.2662,1.2812
2010-09-02,1.2799,1.2849,1.2776,1.2826
2010-09-03,1.2829,1.29,1.281,1.2896
2010-09-06,1.2889,1.292,1.2865,1.2873
2010-09-07,1.2873,1.2877,1.2676,1.2683
2010-09-08,1.2686,1.2766,1.2661,1.2723
2010-09-09,1.2721,1.2767,1.2662,1.2694
2010-09-10,1.2699,1.275,1.2645,1.268
2010-09-13,1.2708,1.2894,1.2703,1.288
2010-09-14,1.2878,1.3034,1.2827,1.2996
2010-09-15,1.2993,1.3037,1.2954,1.3005
2010-09-16,1.3012,1.3119,1.2976,1.3076
2010-09-17,1.3081,1.3162,1.3019,1.3048
2010-09-20,1.3053,1.3121,1.3026,1.3066
2010-09-21,1.3062,1.3282,1.3056,1.3252
2010-09-22,1.3253,1.3441,1.3246,1.34
2010-09-23,1.3394,1.3415,1.3304,1.3312
2010-09-24,1.3315,1.3498,1.3287,1.3491
2010-09-27,1.3482,1.3509,1.3426,1.3457
2010-09-28,1.3445,1.3598,1.3382,1.3582
2010-09-29,1.3579,1.3648,1.3565,1.3629
2010-09-30,1.3626,1.3686,1.3561,1.3633
2010-10-01,1.3632,1.3796,1.362,1.3792
2010-10-04,1.3792,1.3793,1.3666,1.3682
2010-10-05,1.3679,1.3861,1.3636,1.3834
2010-10-06,1.3836,1.3948,1.3798,1.3937
2010-10-07,1.3929,1.4028,1.3855,1.3927
2010-10-08,1.3921,1.3986,1.3836,1.3943
2010-10-11,1.3994,1.4013,1.3866,1.3874
2010-10-12,1.3874,1.3933,1.3773,1.3925
2010-10-13,1.3915,1.4002,1.391,1.3963
2010-10-14,1.3958,1.4124,1.3955,1.4081
2010-10-15,1.4078,1.416,1.3938,1.3979
2010-10-18,1.3977,1.4,1.3832,1.3948
2010-10-19,1.3951,1.4006,1.3714,1.3735
2010-10-20,1.3731,1.3994,1.3699,1.3967
2010-10-21,1.396,1.4051,1.387,1.392
2010-10-22,1.3924,1.3976,1.3858,1.3952
2010-10-25,1.3958,1.4083,1.3935,1.3966
2010-10-26,1.3966,1.3984,1.3825,1.3861
2010-10-27,1.3859,1.3878,1.3733,1.3769
2010-10-28,1.3761,1.3946,1.3757,1.3932
2010-10-29,1.3927,1.3954,1.3806,1.395
2010-11-01,1.3963,1.4013,1.3862,1.3891
2010-11-02,1.3897,1.4061,1.3881,1.404
2010-11-03,1.4038,1.4177,1.3991,1.4145
2010-11-04,1.4139,1.4284,1.4103,1.42
2010-11-05,1.4216,1.425,1.4025,1.4034
2010-11-08,1.4051,1.4085,1.3886,1.3921
2010-11-09,1.392,1.3975,1.375,1.3779
2010-11-10,1.3777,1.3828,1.3672,1.3784
2010-11-11,1.3784,1.3823,1.3637,1.3658
2010-11-12,1.3666,1.3779,1.3573,1.3693
2010-11-15,1.3712,1.3752,1.3565,1.3586
2010-11-16,1.3587,1.3655,1.3447,1.3493
2010-11-17,1.3487,1.3566,1.3458,1.3519
2010-11-18,1.3527,1.3668,1.3525,1.3645
2010-11-19,1.3647,1.3733,1.3609,1.3687
2010-11-22,1.3714,1.3786,1.3575,1.3626
2010-11-23,1.3619,1.3634,1.3361,1.3373
2010-11-24,1.3367,1.3424,1.3284,1.3332
2010-11-25,1.3333,1.3388,1.3287,1.3363
2010-11-26,1.3355,1.3368,1.3199,1.3243
2010-11-29,1.3287,1.3304,1.3064,1.3121
2010-11-30,1.3124,1.3152,1.2967,1.298
2010-12-01,1.2985,1.3181,1.297,1.3143
2010-12-02,1.3137,1.325,1.3059,1.3227
2010-12-03,1.3222,1.3418,1.3192,1.3415
2010-12-06,1.3382,1.3422,1.3243,1.3306
2010-12-07,1.3304,1.3401,1.326,1.3264
2010-12-08,1.3263,1.3283,1.318,1.3259
2010-12-09,1.3264,1.3325,1.3165,1.3245
2010-12-10,1.3237,1.3283,1.3178,1.3234
2010-12-13,1.3207,1.3435,1.3182,1.3391
2010-12-14,1.3388,1.3498,1.3361,1.3384
2010-12-15,1.3383,1.3384,1.3209,1.3213
2010-12-16,1.3213,1.3268,1.318,1.3239
2010-12-17,1.3239,1.3361,1.3133,1.3182
2010-12-20,1.3182,1.319,1.3095,1.3121
2010-12-21,1.3127,1.3203,1.3072,1.3096
2010-12-22,1.3095,1.3182,1.3076,1.31
2010-12-23,1.3096,1.3154,1.3054,1.312
2010-12-24,1.3117,1.3151,1.3095,1.3118
2010-12-27,1.3115,1.3171,1.3072,1.3161
2010-12-28,1.3166,1.3277,1.3094,1.312
2010-12-29,1.3116,1.3239,1.3082,1.3224
2010-12-30,1.3225,1.3316,1.3212,1.3283
2010-12-31,1.329,1.3427,1.3283,1.3379
2011-01-03,1.3348,1.3397,1.3251,1.3354
2011-01-04,1.3358,1.3436,1.3291,1.3304
2011-01-05,1.3304,1.3325,1.3123,1.3152
2011-01-06,1.3146,1.3171,1.2995,1.3001
2011-01-07,1.3005,1.3023,1.2906,1.2919
2011-01-10,1.2883,1.2967,1.2874,1.2944
2011-01-11,1.295,1.2995,1.2905,1.2978
2011-01-12,1.2972,1.3146,1.2961,1.3137
2011-01-13,1.3129,1.3384,1.3087,1.3354
2011-01-14,1.3363,1.3458,1.3313,1.3377
2011-01-17,1.3383,1.3389,1.3245,1.3294
2011-01-18,1.3292,1.3467,1.3252,1.3381
2011-01-19,1.3389,1.3541,1.3369,1.3469
2011-01-20,1.3476,1.3524,1.3395,1.3478
2011-01-21,1.3475,1.3629,1.3448,1.3618
2011-01-24,1.3638,1.3687,1.3537,1.3643
2011-01-25,1.3638,1.3704,1.3571,1.369
2011-01-26,1.3686,1.3722,1.3642,1.3698
2011-01-27,1.371,1.376,1.3636,1.3727
2011-01-28,1.3733,1.3746,1.358,1.3613
2011-01-31,1.3599,1.374,1.3568,1.3686
2011-02-01,1.3685,1.3845,1.3685,1.3834
2011-02-02,1.383,1.3863,1.3767,1.3805
2011-02-03,1.3813,1.3828,1.3611,1.3632
2011-02-04,1.3639,1.3679,1.3542,1.3586
2011-02-07,1.3563,1.3628,1.3508,1.3588
2011-02-08,1.3582,1.369,1.3571,1.3634
2011-02-09,1.3625,1.3745,1.3607,1.3731
2011-02-10,1.3729,1.3737,1.3577,1.3595
2011-02-11,1.3599,1.3624,1.3498,1.3549
2011-02-14,1.351,1.3562,1.3429,1.3486
2011-02-15,1.3488,1.3553,1.3459,1.349
2011-02-16,1.3488,1.3591,1.3461,1.3568
2011-02-17,1.3568,1.362,1.3534,1.3602
2011-02-18,1.3609,1.3718,1.3548,1.3697
2011-02-21,1.3703,1.3719,1.3646,1.3677
2011-02-22,1.3677,1.3704,1.3525,1.3654
2011-02-23,1.3659,1.3788,1.3646,1.3747
2011-02-24,1.3747,1.3821,1.3702,1.3804
2011-02-25,1.3797,1.3838,1.3722,1.3751
2011-02-28,1.3757,1.3856,1.371,1.3802
2011-03-01,1.3803,1.3855,1.3762,1.3776
2011-03-02,1.3775,1.3889,1.3742,1.3864
2011-03-03,1.3868,1.3974,1.3833,1.3966
2011-03-04,1.3968,1.4009,1.3939,1.3985
2011-03-07,1.3996,1.4038,1.3952,1.3973
2011-03-08,1.3972,1.3994,1.3861,1.3904
2011-03-09,1.3904,1.3943,1.3854,1.3908
2011-03-10,1.3906,1.3927,1.3775,1.3794
2011-03-11,1.3798,1.3916,1.3752,1.391
2011-03-14,1.3962,1.4003,1.3902,1.399
2011-03-15,1.3986,1.4013,1.3853,1.3996
2011-03-16,1.3998,1.4002,1.3865,1.3903
2011-03-17,1.3906,1.4053,1.3869,1.4022
2011-03-18,1.4017,1.4187,1.3981,1.4179
2011-03-21,1.4182,1.4241,1.4138,1.4227
2011-03-22,1.4219,1.4249,1.4173,1.4202
2011-03-23,1.4198,1.4217,1.4078,1.4083
2011-03-24,1.4091,1.4223,1.4051,1.4175
2011-03-25,1.4171,1.4196,1.4055,1.4084
2011-03-28,1.4046,1.4116,1.402,1.4085
2011-03-29,1.4081,1.4151,1.4047,1.4111
2011-03-30,1.4112,1.4148,1.4051,1.4127
2011-03-31,1.4129,1.4234,1.4114,1.4167
2011-04-01,1.4174,1.4248,1.4062,1.4231
2011-04-04,1.4226,1.4272,1.4194,1.4222
2011-04-05,1.422,1.4248,1.4152,1.4223
2011-04-06,1.4217,1.4351,1.4209,1.4333
2011-04-07,1.4335,1.4346,1.4243,1.4304
2011-04-08,1.4304,1.4491,1.4292,1.4481
2011-04-11,1.4454,1.4484,1.4417,1.4435
2011-04-12,1.4432,1.452,1.4375,1.4477
2011-04-13,1.4477,1.4521,1.4411,1.4441
2011-04-14,1.4441,1.4516,1.4363,1.4489
2011-04-15,1.4488,1.4507,1.4392,1.4432
2011-04-18,1.4419,1.4422,1.4157,1.4234
2011-04-19,1.4224,1.4354,1.4204,1.4337
2011-04-20,1.4337,1.4546,1.4325,1.4518
2011-04-21,1.452,1.465,1.4504,1.4552
2011-04-22,1.4552,1.4589,1.4533,1.4556
2011-04-25,1.456,1.4629,1.4524,1.4581
2011-04-26,1.4579,1.4659,1.4493,1.4644
2011-04-27,1.4646,1.4796,1.4632,1.4777
2011-04-28,1.4783,1.4883,1.4769,1.4824
2011-04-29,1.4828,1.4881,1.4802,1.4802
2011-05-02,1.4826,1.4905,1.4763,1.4827
2011-05-03,1.482,1.4892,1.4753,1.4828
2011-05-04,1.4823,1.4942,1.4776,1.4824
2011-05-05,1.4829,1.4903,1.4512,1.4541
2011-05-06,1.4543,1.459,1.431,1.431
2011-05-09,1.4369,1.4443,1.4255,1.4364
2011-05-10,1.4353,1.4414,1.4268,1.4407
2011-05-11,1.4406,1.4425,1.4172,1.4197
2011-05-12,1.4205,1.4278,1.4123,1.4243
2011-05-13,1.4243,1.4342,1.4067,1.4121
2011-05-16,1.4078,1.4245,1.4047,1.4154
2011-05-17,1.416,1.424,1.4118,1.4238
2011-05-18,1.4236,1.4288,1.4194,1.4246
2011-05-19,1.4249,1.4327,1.4205,1.4314
2011-05-20,1.4308,1.4348,1.4134,1.4155
2011-05-23,1.4131,1.4144,1.3969,1.4051
2011-05-24,1.4045,1.4133,1.4,1.4104
2011-05-25,1.4101,1.412,1.4013,1.4087
2011-05-26,1.4085,1.4207,1.4066,1.4139
2011-05-27,1.4137,1.4325,1.4126,1.4324
2011-05-30,1.4314,1.4314,1.4257,1.428
2011-05-31,1.4284,1.4425,1.4284,1.4396
2011-06-01,1.4393,1.446,1.4307,1.4314
2011-06-02,1.4322,1.4514,1.4322,1.4491
2011-06-03,1.4494,1.4645,1.4454,1.4637
2011-06-06,1.4628,1.4659,1.4556,1.4577
2011-06-07,1.4577,1.4698,1.4563,1.4691
2011-06-08,1.4691,1.4695,1.4564,1.4577
2011-06-09,1.4577,1.4651,1.4476,1.4508
2011-06-10,1.451,1.4553,1.4323,1.4348
2011-06-13,1.4329,1.4432,1.432,1.4417
2011-06-14,1.442,1.4501,1.4379,1.4441
2011-06-15,1.4442,1.4456,1.4156,1.4168
2011-06-16,1.4164,1.4221,1.4074,1.4213
2011-06-17,1.4213,1.4342,1.4127,1.4311
2011-06-20,1.4274,1.4329,1.4191,1.4309
2011-06-21,1.4306,1.4423,1.4304,1.4407
2011-06-22,1.4396,1.4442,1.4339,1.4354
2011-06-23,1.4335,1.4341,1.4127,1.4259
2011-06-24,1.4264,1.4312,1.4142,1.4193
2011-06-27,1.4193,1.4296,1.4103,1.4284
2011-06-28,1.4284,1.4398,1.4235,1.4369
2011-06-29,1.4364,1.4449,1.4327,1.4436
2011-06-30,1.4434,1.4541,1.4426,1.4506
2011-07-01,1.45,1.4554,1.4437,1.4525
2011-07-04,1.4543,1.4581,1.4493,1.4541
2011-07-05,1.4541,1.4554,1.4396,1.4423
2011-07-06,1.4421,1.4468,1.4284,1.4318
2011-07-07,1.4318,1.4376,1.4221,1.4361
2011-07-08,1.436,1.4371,1.4207,1.427
2011-07-11,1.4215,1.4228,1.3984,1.4036
2011-07-12,1.4046,1.4065,1.3838,1.3979
2011-07-13,1.3976,1.4212,1.3952,1.4184
2011-07-14,1.4189,1.4284,1.4116,1.4145
2011-07-15,1.4144,1.4202,1.4093,1.4153
2011-07-18,1.4113,1.4135,1.4011,1.4111
2011-07-19,1.4101,1.4219,1.4068,1.4156
2011-07-20,1.4153,1.4243,1.4133,1.422
2011-07-21,1.4226,1.444,1.4139,1.4423
2011-07-22,1.4423,1.444,1.4325,1.4356
2011-07-25,1.4398,1.4408,1.4325,1.4376
2011-07-26,1.4375,1.4526,1.4356,1.4512
2011-07-27,1.4514,1.4537,1.4339,1.4365
2011-07-28,1.4373,1.4402,1.4253,1.4331
2011-07-29,1.4328,1.4414,1.4229,1.4396
2011-08-01,1.4358,1.4455,1.4186,1.4251
2011-08-02,1.4262,1.4284,1.415,1.4193
2011-08-03,1.4183,1.4345,1.4143,1.4325
2011-08-04,1.4332,1.4371,1.4089,1.4108
2011-08-05,1.4099,1.4299,1.4056,1.4282
2011-08-08,1.4387,1.4404,1.4131,1.4177
2011-08-09,1.4173,1.4381,1.4152,1.437
2011-08-10,1.4395,1.4403,1.4162,1.4174
2011-08-11,1.4163,1.4296,1.4103,1.4243
2011-08-12,1.424,1.4293,1.415,1.4249
2011-08-15,1.4261,1.4478,1.4261,1.4446
2011-08-16,1.4447,1.4474,1.4354,1.4409
2011-08-17,1.4403,1.4519,1.4325,1.4425
2011-08-18,1.4423,1.4451,1.427,1.4331
2011-08-19,1.4329,1.4455,1.4259,1.4398
2011-08-22,1.4375,1.4436,1.4346,1.436
2011-08-23,1.4358,1.4499,1.4352,1.4438
2011-08-24,1.4432,1.4482,1.4379,1.4413
2011-08-25,1.4412,1.4476,1.4327,1.438
2011-08-26,1.4374,1.4503,1.4329,1.4499
2011-08-29,1.4497,1.455,1.4466,1.451
2011-08-30,1.4516,1.4535,1.4385,1.4446
2011-08-31,1.4436,1.447,1.436,1.4379
2011-09-01,1.4375,1.4381,1.4224,1.4259
2011-09-02,1.426,1.4291,1.4184,1.4205
2011-09-05,1.4167,1.4174,1.4061,1.4092
2011-09-06,1.4097,1.4277,1.3973,1.4
2011-09-07,1.3994,1.4148,1.3992,1.4097
2011-09-08,1.4094,1.4097,1.3872,1.3882
2011-09-09,1.3883,1.3938,1.3628,1.3653
2011-09-12,1.3568,1.3693,1.35,1.3673
2011-09-13,1.367,1.3741,1.3558,1.3683
2011-09-14,1.3683,1.3785,1.3591,1.3747
2011-09-15,1.3744,1.3939,1.3704,1.3878
2011-09-16,1.3886,1.3887,1.3755,1.38
2011-09-19,1.3672,1.3721,1.3587,1.3685
2011-09-20,1.3674,1.3746,1.3594,1.3706
2011-09-21,1.3702,1.379,1.3558,1.3566
2011-09-22,1.3579,1.3601,1.3382,1.346
2011-09-23,1.3462,1.357,1.3417,1.3498
2011-09-26,1.351,1.3552,1.3364,1.354
2011-09-27,1.3527,1.3668,1.3478,1.3592
2011-09-28,1.359,1.3691,1.3533,1.3542
2011-09-29,1.3529,1.368,1.352,1.3594
2011-09-30,1.3585,1.3604,1.3383,1.3386
2011-10-03,1.3337,1.3382,1.3163,1.3169
2011-10-04,1.3183,1.3371,1.3146,1.334
2011-10-05,1.3346,1.3385,1.3259,1.3348
2011-10-06,1.3354,1.3451,1.3241,1.3432
2011-10-07,1.3431,1.3527,1.3362,1.3377
2011-10-10,1.3396,1.3699,1.3377,1.3643
2011-10-11,1.364,1.3685,1.3565,1.3645
2011-10-12,1.3649,1.3834,1.3581,1.3787
2011-10-13,1.3785,1.3829,1.3685,1.3776
2011-10-14,1.3773,1.3896,1.3722,1.3877
2011-10-17,1.3885,1.3916,1.3726,1.3742
2011-10-18,1.3735,1.3819,1.3653,1.3739
2011-10-19,1.3739,1.387,1.3725,1.3756
2011-10-20,1.3756,1.3845,1.3657,1.3777
2011-10-21,1.3775,1.3903,1.3705,1.3896
2011-10-24,1.3864,1.3956,1.3821,1.3925
2011-10-25,1.3931,1.3962,1.3849,1.3906
2011-10-26,1.3912,1.3977,1.3799,1.3902
2011-10-27,1.3884,1.4249,1.3865,1.4192
2011-10-28,1.4183,1.4202,1.4135,1.4148
2011-10-31,1.415,1.4171,1.3828,1.3857
2011-11-01,1.3857,1.3873,1.361,1.3696
2011-11-02,1.3695,1.383,1.3636,1.3746
2011-11-03,1.375,1.3855,1.3655,1.3815
2011-11-04,1.3813,1.3868,1.3712,1.3796
2011-11-07,1.3837,1.3838,1.368,1.3776
2011-11-08,1.3776,1.3848,1.3723,1.3838
2011-11-09,1.3836,1.3859,1.3523,1.3546
2011-11-10,1.3546,1.3655,1.3483,1.3603
2011-11-11,1.3601,1.3798,1.3579,1.3752
2011-11-14,1.3809,1.3813,1.3592,1.3626
2011-11-15,1.3632,1.3641,1.3497,1.3533
2011-11-16,1.3536,1.3559,1.3428,1.3463
2011-11-17,1.3457,1.354,1.342,1.346
2011-11-18,1.346,1.3615,1.3447,1.351
2011-11-21,1.3507,1.3541,1.343,1.3495
2011-11-22,1.3493,1.3569,1.3468,1.3514
2011-11-23,1.351,1.3533,1.332,1.3335
2011-11-24,1.3345,1.3413,1.3317,1.335
2011-11-25,1.3346,1.3356,1.3211,1.3234
2011-11-28,1.3319,1.34,1.3273,1.331
2011-11-29,1.3314,1.3445,1.3287,1.3331
2011-11-30,1.3317,1.3533,1.326,1.3443
2011-12-01,1.3437,1.3522,1.3416,1.3464
2011-12-02,1.3463,1.3549,1.3362,1.3403
2011-12-05,1.3436,1.3487,1.3375,1.3403
2011-12-06,1.339,1.3428,1.3333,1.3403
2011-12-07,1.3397,1.3455,1.335,1.3413
2011-12-08,1.3413,1.346,1.3289,1.3346
2011-12-09,1.3344,1.3436,1.3283,1.3375
2011-12-12,1.3384,1.3388,1.3163,1.3186
2011-12-13,1.3188,1.3237,1.3007,1.3034
2011-12-14,1.303,1.3064,1.2945,1.2981
2011-12-15,1.2982,1.3051,1.2957,1.3018
2011-12-16,1.302,1.3087,1.2997,1.3035
2011-12-19,1.3043,1.3044,1.2981,1.2995
2011-12-20,1.3003,1.3133,1.2994,1.3079
2011-12-21,1.3079,1.3197,1.3024,1.3045
2011-12-22,1.3047,1.3121,1.3018,1.3051
2011-12-23,1.3051,1.3098,1.3026,1.3043
2011-12-26,1.3046,1.3084,1.3032,1.306
2011-12-27,1.3062,1.3083,1.3041,1.3068
2011-12-28,1.307,1.3081,1.291,1.2936
2011-12-29,1.2939,1.2965,1.2857,1.2962
2011-12-30,1.2963,1.3001,1.2904,1.2948
2012-01-02,1.2938,1.2968,1.2916,1.2929
2012-01-03,1.2933,1.3077,1.2931,1.3051
2012-01-04,1.3051,1.3074,1.2898,1.2942
